distancia,tipo_envio,restriccion,antiguedad_dias,prioridad
59.0,normal,ninguna,10.3,alta
82.97,normal,ninguna,0.58,media
52.43,express,valioso,3.71,alta
2.29,normal,ninguna,4.71,media
19.31,normal,ninguna,0.87,baja
67.44,express,ninguna,4.68,alta
55.31,normal,ninguna,0.21,media
80.31,express,ninguna,9.32,alta
4.59,express,ninguna,4.73,alta
94.58,express,valioso,4.59,alta
65.6,express,ninguna,3.56,alta
14.46,normal,ninguna,10.86,alta
68.85,normal,ninguna,7.39,alta
71.32,express,ninguna,5.33,alta
67.6,normal,valioso,4.31,media
14.56,normal,valioso,4.39,media
81.43,normal,valioso,3.4,media
2.74,express,ninguna,4.12,alta
31.48,normal,valioso,3.19,media
12.65,express,ninguna,3.33,alta
18.65,express,ninguna,6.17,alta
29.86,normal,ninguna,2.34,baja
13.74,express,ninguna,4.37,alta
82.42,express,ninguna,3.9,alta
29.61,normal,ninguna,1.54,baja
1.53,normal,ninguna,3.6,media
88.57,normal,ninguna,0.7,media
3.74,normal,ninguna,3.28,media
16.17,express,valioso,4.44,alta
4.27,normal,ninguna,3.41,media
37.79,normal,valioso,4.4,media
3.14,normal,ninguna,3.11,media
2.06,normal,ninguna,4.77,media
36.12,normal,valioso,3.57,media
4.09,normal,ninguna,4.05,media
44.93,normal,ninguna,9.51,alta
8.18,express,ninguna,4.49,alta
11.64,express,ninguna,6.45,alta
6.94,express,ninguna,4.72,alta
97.83,express,valioso,3.73,alta
10.35,express,ninguna,3.92,alta
7.79,express,valioso,3.73,alta
51.78,express,valioso,4.86,alta
84.37,express,ninguna,3.58,alta
76.77,express,ninguna,10.95,alta
27.41,normal,ninguna,1.55,baja
39.5,normal,valioso,4.37,media
53.43,express,ninguna,3.2,alta
3.3,normal,ninguna,3.11,media
84.37,express,ninguna,4.06,alta
28.43,normal,ninguna,2.08,baja
79.4,normal,ninguna,1.53,media
30.28,express,valioso,4.08,alta
52.91,normal,ninguna,1.8,media
91.19,normal,valioso,3.8,media
45.77,express,ninguna,10.84,alta
41.12,express,ninguna,14.26,alta
16.65,normal,valioso,4.58,media
76.99,express,ninguna,3.13,alta
59.18,express,ninguna,4.43,alta
84.26,express,valioso,4.59,alta
64.82,express,valioso,3.64,alta
8.25,normal,ninguna,2.41,baja
3.88,normal,ninguna,3.54,media
2.15,normal,ninguna,4.1,media
34.6,normal,ninguna,7.62,alta
61.22,express,valioso,3.35,alta
1.63,express,ninguna,4.56,alta
95.38,normal,ninguna,0.26,media
4.0,normal,ninguna,3.48,media
1.13,normal,ninguna,3.95,media
96.04,normal,ninguna,14.61,alta
50.42,normal,ninguna,2.23,media
34.4,normal,ninguna,6.13,alta
12.39,express,ninguna,3.69,alta
71.08,express,ninguna,13.39,alta
74.04,express,ninguna,4.13,alta
92.13,normal,ninguna,5.54,alta
24.21,normal,valioso,4.79,media
69.27,express,valioso,4.64,alta
2.79,normal,ninguna,4.47,media
1.52,express,ninguna,4.59,alta
40.04,normal,ninguna,2.74,media
34.12,express,valioso,4.06,alta
29.31,normal,ninguna,9.37,alta
11.38,express,ninguna,4.46,alta
9.81,normal,ninguna,8.04,alta
1.69,normal,ninguna,4.65,media
90.84,normal,valioso,3.13,media
99.36,normal,ninguna,10.52,alta
25.8,express,valioso,3.78,alta
23.42,express,valioso,3.77,alta
57.43,express,ninguna,10.96,alta
1.4,normal,ninguna,3.41,media
22.76,express,valioso,4.52,alta
8.59,express,ninguna,3.13,alta
66.14,normal,ninguna,2.44,media
53.1,express,ninguna,12.67,alta
15.75,express,valioso,3.63,alta
58.77,normal,ninguna,0.32,media
43.35,express,ninguna,5.18,alta
42.16,normal,ninguna,8.7,alta
38.02,express,valioso,3.54,alta
40.27,normal,ninguna,5.87,alta
13.42,normal,valioso,4.29,media
3.89,normal,ninguna,14.62,alta
45.79,normal,ninguna,1.64,baja
30.25,express,ninguna,9.3,alta
2.13,normal,ninguna,3.17,media
64.93,express,valioso,4.5,alta
24.32,express,valioso,3.33,alta
21.45,express,valioso,4.82,alta
43.21,normal,valioso,4.45,media
3.34,normal,ninguna,4.68,media
92.84,express,ninguna,4.8,alta
1.44,normal,ninguna,4.59,media
4.26,normal,ninguna,4.89,media
13.86,normal,ninguna,0.54,baja
3.19,express,ninguna,3.33,alta
97.66,express,ninguna,4.53,alta
3.17,normal,ninguna,4.01,media
4.07,normal,ninguna,3.18,media
5.16,express,ninguna,4.69,alta
36.96,normal,valioso,3.62,media
11.83,normal,ninguna,0.61,baja
8.02,express,ninguna,4.34,alta
12.36,express,ninguna,4.83,alta
89.85,express,ninguna,3.94,alta
28.79,normal,ninguna,0.79,baja
57.31,normal,ninguna,13.06,alta
3.06,normal,ninguna,3.77,media
47.79,normal,valioso,3.86,media
86.77,express,ninguna,6.72,alta
4.82,normal,ninguna,4.83,media
98.25,normal,ninguna,2.8,media
13.94,express,ninguna,4.02,alta
68.89,express,ninguna,3.59,alta
8.84,express,ninguna,4.61,alta
96.17,express,valioso,3.64,alta
31.3,express,valioso,3.66,alta
52.8,normal,ninguna,2.45,media
35.73,normal,ninguna,1.84,baja
96.42,express,ninguna,9.15,alta
98.9,normal,valioso,4.78,media
11.76,express,ninguna,3.84,alta
4.26,normal,ninguna,4.24,media
3.14,normal,ninguna,3.14,media
1.47,normal,ninguna,3.54,media
84.94,normal,valioso,3.92,media
32.14,normal,ninguna,0.7,baja
50.26,express,ninguna,4.7,alta
89.05,express,ninguna,13.74,alta
2.08,normal,ninguna,3.27,media
47.94,normal,ninguna,1.05,baja
1.44,normal,ninguna,4.0,media
12.06,express,valioso,3.69,alta
4.53,normal,ninguna,9.68,alta
50.2,normal,ninguna,12.8,alta
8.66,express,ninguna,4.08,alta
11.92,express,ninguna,4.83,alta
61.8,normal,ninguna,2.18,media
16.3,normal,ninguna,2.77,media
10.71,express,valioso,3.59,alta
91.65,express,valioso,3.16,alta
89.2,express,ninguna,4.41,alta
52.92,normal,valioso,3.11,media
12.8,express,valioso,4.32,alta
62.34,express,ninguna,3.93,alta
98.43,express,ninguna,14.12,alta
90.82,express,ninguna,3.73,alta
3.32,express,ninguna,3.79,alta
2.0,normal,ninguna,9.64,alta
78.99,express,ninguna,4.84,alta
13.78,express,ninguna,8.06,alta
1.22,normal,ninguna,3.6,media
8.69,express,ninguna,4.31,alta
91.72,express,valioso,4.76,alta
2.16,normal,ninguna,4.13,media
1.61,express,ninguna,4.46,alta
13.34,express,valioso,3.99,alta
82.61,express,valioso,3.33,alta
52.69,express,ninguna,3.81,alta
64.49,express,ninguna,13.08,alta
79.17,normal,ninguna,1.21,media
4.33,normal,ninguna,3.18,media
62.7,normal,ninguna,2.08,media
95.28,normal,ninguna,12.79,alta
4.25,normal,ninguna,4.49,media
3.2,express,ninguna,4.03,alta
71.21,normal,valioso,4.17,media
41.52,normal,ninguna,0.46,baja
38.26,express,valioso,4.31,alta
58.64,express,ninguna,4.75,alta
82.18,normal,ninguna,2.22,media
27.19,normal,ninguna,2.04,baja
87.67,express,ninguna,4.9,alta
2.85,express,ninguna,3.28,alta
33.9,normal,ninguna,9.52,alta
77.3,normal,ninguna,1.07,media
77.54,normal,ninguna,11.78,alta
78.92,normal,valioso,4.59,media
64.24,normal,valioso,4.86,media
14.4,express,ninguna,3.32,alta
3.88,normal,ninguna,4.38,media
3.78,normal,ninguna,3.95,media
70.08,express,ninguna,3.83,alta
13.31,express,ninguna,4.32,alta
87.7,normal,valioso,3.74,media
97.82,normal,valioso,3.46,media
82.43,express,ninguna,4.65,alta
37.89,normal,ninguna,11.32,alta
82.78,normal,ninguna,7.29,alta
47.73,express,ninguna,14.61,alta
43.13,normal,ninguna,2.69,media
26.9,normal,ninguna,2.19,baja
29.31,express,ninguna,6.2,alta
89.01,express,valioso,3.95,alta
51.26,normal,ninguna,2.79,media
6.54,express,ninguna,3.86,alta
48.95,normal,ninguna,0.57,baja
83.12,express,ninguna,4.42,alta
13.85,express,valioso,3.23,alta
87.44,normal,valioso,4.48,media
10.54,express,ninguna,4.54,alta
67.52,express,valioso,3.59,alta
1.78,normal,ninguna,3.84,media
14.19,express,ninguna,3.42,alta
88.88,express,valioso,3.27,alta
4.05,express,ninguna,3.84,alta
6.76,express,ninguna,4.55,alta
79.45,express,ninguna,4.26,alta
80.91,express,valioso,4.73,alta
55.15,express,ninguna,3.19,alta
21.34,normal,ninguna,2.79,media
35.7,express,ninguna,6.99,alta
29.73,normal,valioso,4.81,media
78.56,normal,ninguna,0.43,media
77.43,express,ninguna,4.68,alta
5.37,express,ninguna,3.65,alta
7.71,normal,valioso,3.34,media
20.17,normal,valioso,4.6,media
41.13,normal,ninguna,1.92,baja
89.29,express,ninguna,4.51,alta
11.44,normal,valioso,3.47,media
51.03,normal,valioso,4.49,media
5.69,express,ninguna,4.18,alta
7.47,normal,ninguna,2.85,media
7.95,express,valioso,4.69,alta
77.32,express,ninguna,4.9,alta
5.89,normal,ninguna,1.4,baja
4.26,normal,ninguna,3.79,media
88.36,express,valioso,3.69,alta
3.76,normal,ninguna,3.85,media
68.91,normal,valioso,4.37,media
38.97,express,ninguna,9.83,alta
78.16,express,ninguna,14.28,alta
62.73,normal,valioso,4.67,media
77.63,express,valioso,4.35,alta
34.33,normal,valioso,4.69,media
67.58,express,ninguna,4.05,alta
48.79,normal,ninguna,2.42,baja
95.27,express,ninguna,3.27,alta
78.87,express,ninguna,5.32,alta
6.57,express,ninguna,4.23,alta
43.42,express,valioso,4.33,alta
39.45,normal,ninguna,0.46,baja
96.67,express,valioso,4.61,alta
86.96,normal,valioso,4.45,media
90.23,express,ninguna,4.45,alta
23.48,normal,valioso,4.79,media
4.29,normal,ninguna,4.04,media
86.32,normal,ninguna,5.16,alta
4.89,normal,ninguna,3.57,media
40.04,normal,ninguna,2.35,baja
93.56,normal,ninguna,0.49,media
2.4,express,ninguna,4.23,alta
89.68,express,valioso,4.55,alta
79.18,normal,valioso,4.7,media
58.42,normal,ninguna,2.0,media
99.53,normal,valioso,4.36,media
9.11,express,ninguna,3.15,alta
25.81,normal,ninguna,13.25,alta
90.22,normal,valioso,4.18,media
12.58,express,ninguna,3.69,alta
12.47,normal,valioso,4.4,media
60.94,normal,valioso,4.46,media
61.34,express,ninguna,3.28,alta
4.7,normal,ninguna,3.44,media
2.43,normal,ninguna,3.68,media
39.58,express,ninguna,6.88,alta
3.88,normal,ninguna,3.92,media
12.9,express,valioso,3.47,alta
10.2,express,valioso,3.34,alta
50.81,normal,valioso,4.13,media
29.6,normal,valioso,3.3,media
6.0,express,ninguna,4.16,alta
19.68,normal,valioso,3.74,media
46.03,normal,ninguna,14.49,alta
96.32,express,ninguna,5.73,alta
1.63,normal,ninguna,3.22,media
63.51,normal,ninguna,13.58,alta
43.47,express,valioso,4.43,alta
87.22,normal,valioso,4.21,media
3.79,normal,ninguna,3.87,media
58.96,express,ninguna,3.32,alta
87.14,express,ninguna,3.72,alta
95.01,normal,ninguna,1.65,media
43.04,express,ninguna,12.66,alta
9.16,express,ninguna,3.43,alta
54.25,normal,ninguna,14.55,alta
99.05,express,ninguna,4.56,alta
2.66,normal,ninguna,3.63,media
79.41,normal,valioso,3.46,media
90.21,normal,valioso,3.31,media
59.11,normal,ninguna,7.42,alta
92.58,express,ninguna,3.34,alta
55.35,express,ninguna,4.03,alta
60.61,express,ninguna,4.46,alta
69.27,express,ninguna,3.88,alta
77.95,express,ninguna,3.54,alta
95.59,normal,valioso,3.63,media
9.08,normal,valioso,3.81,media
1.55,normal,ninguna,4.87,media
15.23,express,ninguna,14.81,alta
53.2,express,valioso,3.96,alta
2.15,express,ninguna,3.91,alta
3.13,normal,ninguna,3.93,media
94.93,normal,valioso,3.7,media
5.2,express,ninguna,3.57,alta
71.5,express,ninguna,4.16,alta
65.46,normal,valioso,3.42,media
84.46,express,ninguna,3.78,alta
91.7,express,ninguna,6.78,alta
8.83,express,ninguna,3.68,alta
57.16,express,ninguna,3.58,alta
91.66,express,valioso,4.54,alta
75.51,normal,ninguna,2.58,media
78.96,express,ninguna,13.64,alta
27.53,express,valioso,4.18,alta
71.07,express,ninguna,3.74,alta
3.76,normal,ninguna,3.51,media
99.1,normal,ninguna,0.87,media
96.94,normal,valioso,4.35,media
77.1,normal,valioso,4.65,media
76.95,normal,ninguna,2.11,media
2.82,express,ninguna,4.23,alta
83.24,express,ninguna,3.98,alta
87.44,normal,valioso,4.85,media
83.55,normal,ninguna,1.85,media
2.45,normal,ninguna,4.38,media
64.48,express,ninguna,4.31,alta
76.94,express,ninguna,4.88,alta
9.11,normal,valioso,3.7,media
59.65,express,ninguna,4.38,alta
12.54,express,ninguna,3.22,alta
4.38,normal,ninguna,4.59,media
85.49,express,ninguna,13.21,alta
2.54,normal,ninguna,3.41,media
2.47,normal,ninguna,3.26,media
20.2,normal,valioso,3.14,media
4.29,normal,ninguna,4.53,media
67.35,express,ninguna,4.89,alta
86.6,express,ninguna,3.3,alta
14.61,express,ninguna,4.75,alta
59.7,normal,ninguna,9.18,alta
4.59,normal,ninguna,3.68,media
4.12,normal,ninguna,4.09,media
2.2,express,ninguna,4.3,alta
38.87,normal,valioso,3.74,media
54.18,normal,valioso,3.87,media
98.83,normal,valioso,4.12,media
73.04,normal,valioso,3.44,media
